['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000027dd31af', 'conf_20240314_TABMON', '2024-09-11T01_41_56.832Z.mp3', 'Norway', 'site_name', 58.104654, 6.605581]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-18T13_55_35.850Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-05T18_10_24.576Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-23T23_41_46.298Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-11T10_30_01.238Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-14T08_18_28.641Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-12T09_53_52.017Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-25T21_06_37.313Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-04T20_23_51.985Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-23T17_23_44.236Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-07T23_24_28.836Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-05T14_49_14.947Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-20T00_23_37.972Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-22T18_00_49.735Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-08T13_37_26.571Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-08T15_21_33.783Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-10T10_17_56.266Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-28T03_23_39.693Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-16T18_37_33.774Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-06T09_44_29.008Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-16T05_23_11.188Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-26T16_51_10.537Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-01T13_09_06.237Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-27T07_01_10.682Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-13T12_52_44.340Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-11T08_39_24.647Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-29T11_34_31.739Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-24T09_18_02.318Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-16T20_12_06.228Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-15T09_16_59.700Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-23T07_00_03.030Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-26T05_57_24.998Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-12T14_35_30.931Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-19T03_53_48.184Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-24T20_54_45.678Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-08T01_20_03.316Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-23T03_08_11.784Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-04T04_10_33.356Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-28T20_44_08.394Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-08T20_44_09.396Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-20T11_20_08.408Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-02T15_50_54.910Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-07T20_17_35.095Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-05T19_36_06.105Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-13T03_33_17.509Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-08T10_46_29.061Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-01T14_36_17.545Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-22T13_23_47.976Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-28T19_40_10.169Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-23T17_22_16.256Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-28T13_05_28.474Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-25T10_50_13.476Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-01T10_02_53.655Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-18T07_28_23.180Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-26T04_21_52.501Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-05-28T22_36_30.736Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-23T09_09_48.497Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-18T18_27_43.349Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-04T17_27_01.604Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-19T21_22_11.054Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-28T16_29_12.121Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-05-28T05_58_30.730Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-03T07_50_12.031Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-21T06_27_23.308Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-22T17_39_29.679Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-02T23_23_34.481Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-12T15_25_25.326Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-24T16_10_12.987Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-12T21_58_45.793Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-13T07_35_00.632Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-16T05_58_47.129Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-13T10_41_41.693Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-26T12_15_26.143Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-17T09_35_25.447Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-17T01_51_00.517Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-13T22_42_15.304Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-15T06_05_28.561Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-20T15_28_33.270Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-04T12_10_20.695Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-25T12_37_40.180Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-28T02_52_42.319Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-16T11_00_59.105Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-06T06_12_50.203Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-28T15_34_29.573Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-26T12_25_43.241Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-21T22_19_43.562Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-14T08_13_21.477Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-04T08_07_59.798Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-01T22_23_48.103Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-15T15_00_01.552Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-22T19_05_01.147Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-09T06_32_11.319Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-26T05_30_44.381Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-06T18_34_05.524Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-24T22_44_27.938Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-04T15_46_39.439Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-27T14_24_58.924Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-10T21_02_13.450Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-21T02_19_08.555Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-21T21_48_17.644Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-26T11_50_26.383Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-05-22T03_36_05.671Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-14T08_23_49.841Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-17T16_28_45.533Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-05-27T07_21_06.108Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-31T12_27_12.419Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-08T17_29_22.034Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-03T02_56_56.418Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-06T19_34_10.453Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-08T15_39_10.697Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-16T06_13_35.316Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-03T09_18_23.908Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-27T13_39_09.647Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-21T10_14_12.998Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-14T02_05_29.746Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-29T08_33_05.282Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-01T10_35_00.594Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-25T12_08_36.373Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-08-14T20_39_08.939Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-06-15T22_38_30.069Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-24T00_10_40.842Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-10-07T19_22_54.622Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-05-26T08_08_25.416Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-19T04_44_12.243Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-07-30T02_36_33.849Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
['/DYNI/tabmon/tabmon/proj_tabmon_NINA', 'bugg_RPiID-1000000018bff2d2', 'conf_20240314_TABMON', '2024-09-21T08_52_15.906Z.mp3', 'Norway', 'site_name', 58.109723, 6.56868]
